Number_of_Active_Listing,Rent,ContactInfo,Number_of_Bedrooms,Address
1,1400,(773) 681-2703,1,"532 Rodman St, Philadelphia, PA, 19147"
1,1400,PA Realty Works  (609) 381-1570,3,"1439 E Passyunk Ave # A, Philadelphia, PA, 19147"
1,1395,Springer Realty Group  (215) 715-9455,2,"724 Dickinson Street # 2nd, Philadelphia, PA, 19147"
1,1400,HK99 Realty LLC  (215) 725-7888,2,"316 South St # 2F, Philadelphia, PA, 19147"
1,1395,Ampere Property Management LLC  (215) 800-1213,2,"724-28 Dickinson St # 3, Philadelphia, PA, 19147"
1,1395,Philly PMG  (215) 391-5172,1,"1342 Ellsworth St # 3, Philadelphia, PA, 19147"
1,1395,(610) 504-2633,2,"1011 Latona St # 2ND, Philadelphia, PA, 19147"
1,1395,(215) 327-1552,2,"614 Wharton St # 3, Philadelphia, PA, 19147"
1,1355,Odin Properties  (215) 920-0200,0,"715 S 3rd St APT 207, Philadelphia, PA, 19147"
1,1350,Keller Williams Realty of Short Hills  (215) 850-8158,2,"831 Reed St FL 1ST, Philadelphia, PA, 19147"
1,1350,(678) 650-1919,2,"1206 South St # 2R, Philadelphia, PA, 19147"
1,1350,DJCRE  (215) 271-7070,2,"1505 S 8th St, Philadelphia, PA, 19147"
1,1350,RE/MAX Preferred-Marlton  (856) 246-7408,1,"1019 Latona St APT 5, Philadelphia, PA, 19147"
1,1300,(484) 252-6027,1,"404 South St # 2, Philadelphia, PA, 19147"
1,1325,PMG Realty  (215) 763-6300,0,"509 S Front St # 2R, Philadelphia, PA, 19147"
1,1345,"BHHS, Fox & Roach Realtors  (215) 440-2096",1,"808 S 8th St # 1, Philadelphia, PA, 19147"
1,1300,PA Realty Works  (609) 381-1570,1,"1437 E Passyunk Ave FL 3RD, Philadelphia, PA, 19147"
1,1300,Mercury Real Estate Group  (215) 500-8000,2,"1124 E Passyunk Ave APT 4, Philadelphia, PA, 19147"
1,1300,,1,"415 S 10th St APT 2F, Philadelphia, PA, 19147"
1,1300,(215) 917-4062,1,"507 Christian St # A, Philadelphia, PA, 19147"
1,1875,The Geddes Team - Keller Williams  (215) 545-8700,2,"2015 Walnut St APT 408, Philadelphia, PA, 19103"
1,1300,RE/MAX Preferred (PA License)  (215) 439-2236,1,"1335 S 10th St # 1, Philadelphia, PA, 19147"
1,1825,"Herman Realty Group, Inc  (267) 800-4880",1,"2001 Delancey St APT 2F, Philadelphia, PA, 19103"
1,1860,Maxwell Realty Co Inc.  (856) 952-0275,1,"2132 Arch St # 202, Philadelphia, PA, 19103"
1,1800,Centra Associates  (215) 703-2889,2,"1612 Pine St APT 9, Philadelphia, PA, 19103"
1,1800,ASI Management  (215) 563-5616,2,"Race St, Philadelphia, PA, 19103"
1,1795,(215) 834-2775,1,"265 S 22nd St # GARDEN, Philadelphia, PA, 19103"
1,1795,Centra Associates  (215) 703-2889,2,"30 S 22nd St APT 10, Philadelphia, PA, 19103"
1,1790,Maxwell Realty Company  (267) 432-4883,1,"2041 Market St # 505, Philadelphia, PA, 19103"
1,1795,AMC Delancey  (215) 666-7188,1,"1819 Spruce St APT 4F, Philadelphia, PA, 19103"
1,1790,Maxwell Realty Company  (267) 432-4883,1,"2026 Market St # 506, Philadelphia, PA, 19103"
1,1775,Centra Associates  (215) 703-2889,2,"1616 Pine St APT C11, Philadelphia, PA, 19103"
1,1750,Berkshire Hathaway Fox & Roach Realtors  (610) 996-1907,1,"226 W Rittenhouse Sq APT 1817, Philadelphia, PA, 19103"
1,1750,Berkshire Hathaway Fox & Roach Realtors  (215) 790-5230,1,"2018 Walnut St # 5J, Philadelphia, PA, 19103"
1,1750,,1,"37 S 20th St, Philadelphia, PA, 19103"
1,1750,The Condo Shop  (215) 627-3500,1,"2200 Pine St UNIT 106, Philadelphia, PA, 19103"
1,1750,(215) 735-9729,1,"37 S 20th St APT 8D, Philadelphia, PA, 19103"
1,1735,Keller Williams Philly  (203) 658-4664,1,"1613 Spruce St # 1C, Philadelphia, PA, 19103"
1,1750,Berkshire Hathaway Fox & Roach Realtors  (610) 996-1907,1,"226 W Rittenhouse Sq APT 507, Philadelphia, PA, 19103"
1,1725,,1,"1820 Spruce St, Philadelphia, PA, 19103"
1,1725,Keller Williams Philly  (267) 858-9705,1,"337 S 21st St # 2C, Philadelphia, PA, 19103"
1,1695,Property Management Group DBA PMG Realty  (215) 545-7007,2,"1702 Manning St, Philadelphia, PA, 19103"
1,1700,Spruce WSH  (484) 319-4993,1,"1823 Spruce St APT 3R, Philadelphia, PA, 19103"
1,1650,"BHHS, FOX & ROACH - WALNUT  (215) 850-3842",1,"2418 Manning St, Philadelphia, PA, 19103"
1,1625,Solo Real Estate  (215) 564-7656,1,"269 S 17th St APT 2F, Philadelphia, PA, 19103"
1,1700,Berkshire Hathaway Fox & Roach Realtors  (267) 784-2444,1,"242 S 21st St # 1R, Philadelphia, PA, 19103"
1,1600,Solo Real Estate  (215) 564-7656,1,"2124 Spruce St APT 3F, Philadelphia, PA, 19103"
1,1625,Wynn Real Estate LLC  (407) 361-3444,1,"1812 Pine St # 2, Philadelphia, PA, 19103"
1,1600,Allegiance Real Estate LLC  (215) 235-5015,3,"120 N 21st St # 1, Philadelphia, PA, 19103"
1,1595,City Living Philly  (215) 704-4753,1,"1729 Spruce St APT 2, Philadelphia, PA, 19103"
1,1595,AMC Delancey  (215) 987-0946,0,"2013 Spruce St APT 1, Philadelphia, PA, 19103"
1,1575,Keller Williams Philly  (267) 858-9705,1,"2223 Spruce St APT 1R, Philadelphia, PA, 19103"
1,1550,(267) 223-7883,1,"1815 Pine St APT 3F, Philadelphia, PA, 19103"
1,1550,William Penn Realty  (267) 307-4197,2,"Walnut St, Philadelphia, PA, 19103"
1,1550,Weinraub Properties  (267) 970-6518,1,"2141 Locust St APT 2R, Philadelphia, PA, 19103"
1,1500,Keller Williams Philly  (267) 858-9705,1,"2225 Spruce St # 2C, Philadelphia, PA, 19103"
1,1500,Keller Williams Philly  (267) 858-9705,1,"2023 Locust St # 1C, Philadelphia, PA, 19103"
1,1500,The Philly Apartment Company  (215) 495-0070,1,"1824 Chestnut St APT 3F, Philadelphia, PA, 19103"
1,1500,Northpoint Real Estate  (215) 284-0468,1,"109 S 21st St APT 8, Philadelphia, PA, 19103"
1,1495,AMC Delancey  (215) 666-7188,1,"125 S 21st St # 4, Philadelphia, PA, 19103"
1,1495,(215) 834-2775,1,"Walnut St, Philadelphia, PA, 19103"
1,1495,(215) 327-9415,1,"1834 Pine St APT 1R, Philadelphia, PA, 19103"
1,1490,(215) 519-1639,0,"1931 Chestnut St APT 2F, Philadelphia, PA, 19103"
1,2000,VUE Real Estate Group  (215) 900-3607,2,"1209 Spruce St # 3F, Philadelphia, PA, 19107"
1,1995,,2,"1220 Sansom St # 79JQFXB0K, Philadelphia, PA, 19107"
1,2000,,2,"Chestnut St, Philadelphia, PA, 19107"
1,1930,Renzi Properties  (215) 888-0414,1,"1122 Spruce St APT 2A, Philadelphia, PA, 19107"
1,1950,,2,"265 S 9th St APT 2F, Philadelphia, PA, 19107"
1,1890,(215) 779-1776,1,"815 Sansom St # 301, Philadelphia, PA, 19107"
1,1890,(215) 779-1776,2,"Chestnut St, Philadelphia, PA, 19107"
1,1600,(215) 545-1039,1,"2131 Walnut St # 202, Philadelphia, PA, 19103"
1,1800,The Philly Apartment Company  (215) 495-0070,2,"1133 Pine St APT 2R, Philadelphia, PA, 19107"
1,1799,Watchtower Property Co  (215) 515-0942,1,"1711 Spruce St APT 3F, Philadelphia, PA, 19103"
1,1850,MRC Inc  (215) 327-1552,1,"300 S 11th St # 4B, Philadelphia, PA, 19107"
1,1795,(215) 327-1552,2,"1223 Spruce St, Philadelphia, PA, 19107"
1,1800,(215) 290-2628,2,"151 N 9th St # 4, Philadelphia, PA, 19107"
1,1850,BHHS Fox & Roach Realtors  (267) 625-4504,1,"250 S 13th St APT 1D, Philadelphia, PA, 19107"
1,1795,Centra Associates  (215) 703-2889,2,"1003 Spruce St APT 2F, Philadelphia, PA, 19107"
1,1795,Adler/Myers Real Estate  (267) 571-9239,1,"1105 Spruce St APT 3F, Philadelphia, PA, 19107"
1,1795,(215) 327-1552,2,"1223 Spruce St # 5, Philadelphia, PA, 19107"
1,1750,PBRG  (215) 432-1152,2,"1031 Spring St, Philadelphia, PA, 19107"
1,1750,Kurfiss Sotheby's International Realty  (856) 366-0224,1,"1326-42 Spruce St # 1108, Philadelphia, PA, 19107"
1,1695,Allan Domb Real Estate  (215) 545-1500,1,"131 S 13th St APT 4R, Philadelphia, PA, 19107"
1,1750,(267) 318-8877,2,"Race St, PHILADELPHIA, PA, 19107"
1,1675,(267) 471-5329,2,"153 N 9th St # K34HEWXKW, Philadelphia, PA, 19107"
1,1675,,1,"211 S Jessup St # A, Philadelphia, PA, 19107"
1,1650,JG Real Estate  (215) 467-4100,3,"1006 Winter St # A, Philadelphia, PA, 19107"
1,1640,(215) 779-1776,1,"817 Sansom St # 3B, Philadelphia, PA, 19107"
1,1650,"Ikos Holdings, Inc.  (267) 279-9777",1,"1100 Winter St # 211, Philadelphia, PA, 19107"
1,1625,Adler/Myers Real Estate  (267) 571-9239,1,"1300 Pine St APT 4F, Philadelphia, PA, 19107"
1,1650,(609) 658-7624,1,"802 Walnut St # 403, Philadelphia, PA, 19107"
1,1600,(717) 383-9690,1,"314 N 12th St APT 503, Philadelphia, PA, 19107"
1,1600,OCF Realty  (215) 735-7368,1,"1310 Spruce St APT 202, Philadelphia, PA, 19107"
1,1600,The Philly Apartment Company  (215) 495-0070,2,"255 S 10th St, PHILADELPHIA, PA, 19107"
1,1560,Space and company  (570) 614-8807,3,"222 N 9th St APT 2F, Philadelphia, PA, 19107"
1,1550,Century 21  (215) 218-0939,2,"926-28 Race St # 5B, Philadelphia, PA, 19107"
1,1565,Rooster Realty Group  (484) 393-4361,2,"333 S 12th St APT 1R, Philadelphia, PA, 19107"
1,1540,(215) 779-1776,1,"818 Chestnut St APT 403, Philadelphia, PA, 19107"
1,1550,Century 21  (215) 888-8558,2,"926-928 Race St # 5B, Philadelphia, PA, 19107"
1,1535,Maxwell Realty  (215) 620-0099,1,"1001-13 Chestnut St # 605E, Philadelphia, PA, 19107"
1,1500,Solo Real Estate  (215) 564-7656,1,"1011 Pine St # B, Philadelphia, PA, 19107"
1,1525,The Galman Group  (215) 886-2000,0,"122 S 8th St # 69232, Philadelphia, PA, 19107"
1,1500,Maxwell Realty Co Inc.  (856) 952-0275,1,"815 Arch St # 518, Philadelphia, PA, 19107"
1,1495,Maxwell Realty  (215) 620-0099,1,"1001-13 Chestnut Street #201E, Philadelphia, PA, 19107"
1,1470,,1,"1100 Spruce St # 1499357, Philadelphia, PA, 19107"
1,1500,Keller Williams Philadelphia - The Condo Shop   (267) 281-8933,1,"1324 Locust St LBBY 2, Philadelphia, PA, 19107"
1,1400,HK99 Realty  (215) 582-5888,1,"1220 Walnut St # 2R, Philadelphia, PA, 19107"
1,1450,(267) 307-4197,1,"1327 Spruce St APT 9C, Philadelphia, PA, 19107"
1,1695,The Philadelphia Real Estate Company  (267) 671-6219,2,"3925-29 Haverford Ave # LL4, Philadelphia, PA, 19104"
1,1650,(215) 459-8680,4,"Ludlow St, Philadelphia, PA, 19104"
1,1650,AAN LLC  (856) 249-0406,3,"3601 Spring Garden St # 6238011, Philadelphia, PA, 19104"
1,1690,The Philly Apartment Company  (215) 495-0070,1,"3939 Chestnut St APT 712, Philadelphia, PA, 19104"
1,1630,University City Housing  (215) 222-2000,2,"324-32 S 45th St # B5, Philadelphia, PA, 19104"
1,850,(267) 738-7166,2,"1327 S Corlies St, Philadelphia, PA, 19146"
1,1650,SMR Property Management  (215) 681-6751,2,"120 N 34th St APT 3A, Philadelphia, PA, 19104"
1,1625,SMR Property Management  (215) 681-6751,2,"3411 Race St # A, Philadelphia, PA, 19104"
1,1625,Peters Gordon Realty  (215) 454-6452,2,"255 S 45th St APT 2, Philadelphia, PA, 19104"
1,1625,SMR Property Management  (215) 681-6751,2,"3409 Race St # F, Philadelphia, PA, 19104"
1,1600,REDBLOCK Realty Inc.  (215) 331-5252,2,"443 N Wiota St, Philadelphia, PA, 19104"
1,1600,RealShout  (215) 310-6888,2,"3708 Hamilton St # 2, Philadelphia, PA, 19104"
1,1600,Posted by: Register Signs  (267) 738-5446,4,"3839 Hamilton St, Philadelphia, PA, 19104"
1,1600,(215) 680-4210,2,"39 N Wiota St, Philadelphia, PA, 19104"
1,1600,(215) 680-4210,2,"327 N Wiota St, Philadelphia, PA, 19104"
1,1600,La Gioconda Company  (215) 925-1204,2,"319 N 33rd St APT 1, Philadelphia, PA, 19104"
1,1600,Posted by: Register Signs  (267) 738-5446,4,"529 N 35th St, Philadelphia, PA, 19104"
1,1600,(609) 751-3122,2,"3703 Baring Street # 3 Rd Floor, Philadelphia, PA, 19104"
1,1600,(215) 768-5051,2,"207 S 42nd St APT C2, Philadelphia, PA, 19104"
1,1600,(215) 680-4210,2,"325 N Wiota St, Philadelphia, PA, 19104"
1,1600,(484) 252-6027,2,"4130 Chester Ave, Philadelphia, PA, 19104"
1,1550,The Philly Apartment Company  (215) 495-0070,3,"4403 Walnut St APT 2A, Philadelphia, PA, 19104"
1,1600,"Walter M. Wood Jr., Inc.  (215) 386-2800",2,"3825 Hamilton St # 1FL, Philadelphia, PA, 19104"
1,1550,Realty Mark Associates  (215) 287-5678,3,"678 N 33rd St, Philadelphia, PA, 19104"
1,1510,RealShout  (215) 310-6888,2,"3409 Baring St, Philadelphia, PA, 19104"
1,1500,Urban & Bye  (215) 222-4800,2,"3619 Powelton Ave APT 2R, Philadelphia, PA, 19104"
1,1500,The Philly Apartment Company  (215) 495-0070,3,"4403 Walnut St, Philadelphia, PA, 19104"
1,1500,Urban & Bye  (215) 222-4800,2,"3307 Spring Garden St # 2FL, Philadelphia, PA, 19104"
1,1500,VUE Real Estate Group  (267) 270-6634,2,"4049 Spring Garden St, Philadelphia, PA, 19104"
1,1500,(215) 600-3443,2,"4412 Walnut St # C1, Philadelphia, PA, 19104"
1,1500,The Philly Apartment Company  (215) 495-0070,3,"4048 Baltimore Ave, Philadelphia, PA, 19104"
1,1500,Keller Williams Main Line Realty  (610) 520-0100,3,"4401-11 Walnut St # 23, Philadelphia, PA, 19104"
1,1500,(512) 222-8989,2,"3206 Hamilton St APT A, Philadelphia, PA, 19104"
1,1500,Go Section8  (267) 249-5799,3,"4244 Wyalusing Ave, Philadelphia, PA, 19104"
1,1500,Young Tempo Housing LLC  (609) 558-7903,3,"3607 Spring Garden St, Philadelphia, PA, 19104"
1,1500,VUE Real Estate Group  (267) 270-6634,2,"3226 Wallace St # 2, Philadelphia, PA, 19104"
1,1500,Constellar Corp  (215) 387-4137,2,"4323 Spruce St # 4323, Philadelphia, PA, 19104"
1,1500,Keller Williams  (215) 464-8800,2,"227 S 45th St, Philadelphia, PA, 19104"
1,1500,Allegiance Real Estate LLC  (215) 235-5015,2,"416 N Wiota St # 2, Philadelphia, PA, 19104"
1,1495,NG Property Group  (267) 536-5342,2,"120 S 43rd St, Philadelphia, PA, 19104"
1,1495,The Philly Apartment Company  (215) 495-0070,2,"120 S 43rd St FL 1ST, Philadelphia, PA, 19104"
1,1495,OCF Realty  (215) 735-7368,2,"46 S 44th St # 14, Philadelphia, PA, 19104"
1,1495,Rockland Capital LLC  (215) 879-4950,3,"515 N 40th St, Philadelphia, PA, 19104"
1,1495,New Age Realty Group  (215) 387-1002,3,"516 N 34th St # B, Philadelphia, PA, 19104"
1,1495,,2,"609 N 34th St # 2, Philadelphia, PA, 19104"
1,1490,(215) 783-6303,3,"4301 Ludlow St, Philadelphia, PA, 19104"
1,1850,,1,"38 N Front St, Philadelphia, PA, 19106"
1,1475,,2,"N 34th St, Philadelphia, PA, 19104"
1,1850,(302) 563-6118,2,"732 Sansom St, Philadelphia, PA, 19106"
1,1850,Realty Mark Nexus  (215) 680-1136,2,"229 Chestnut St APT 3, Philadelphia, PA, 19106"
1,1450,(267) 975-4512,4,"3927 Fairmount Ave, Philadelphia, PA, 19104"
1,1849,VUE Real Estate Group  (267) 270-6634,2,"105 N 2nd St # 10F, Philadelphia, PA, 19106"
1,1475,"Walter M. Wood Jr., Inc.  (215) 386-2800",2,"230 S 44th St, Philadelphia, PA, 19104"
1,1800,UPG Properties  (215) 413-1813,1,"306 New St APT C1, Philadelphia, PA, 19106"
1,1800,ASI Management  (267) 977-3799,2,"15 S Bank St, Philadelphia, PA, 19106"
1,1800,City Wide Realty  (215) 600-3443,2,"306 Market St, Philadelphia, PA, 19106"
1,1825,S & S Properties  (267) 402-8017,2,"236 Quarry St APT 2, Philadelphia, PA, 19106"
1,1795,Maxwell Realty  (215) 620-0099,3,"124 Cuthbert St, Philadelphia, PA, 19106"
1,1795,(215) 327-1552,2,"122 Cuthbert St, Philadelphia, PA, 19106"
1,1795,OCF Realty  (215) 735-7368,1,"230 Pine St # 2F, Philadelphia, PA, 19106"
1,1775,Rent Scene  (267) 463-2428,2,"721 Spruce St APT 1F, Philadelphia, PA, 19106"
1,1775,(215) 327-1552,1,"220 N Columbus Blvd # 420, Philadelphia, PA, 19106"
1,1775,Very Real Estate  (215) 783-3434,1,"309 Arch St # 303, Philadelphia, PA, 19106"
1,1750,(215) 545-1039,2,"236 N 2nd St APT 1A, Philadelphia, PA, 19106"
1,1750,Allan Domb Real Estate  (215) 545-1500,1,"241 S 6th St APT 1406, Philadelphia, PA, 19106"
1,1750,Keller Williams Philly  (267) 858-9705,1,"121 Cuthbert St # 2, Philadelphia, PA, 19106"
1,1725,Berkshire Hathaway HomeServices Fox & Roa  (215) 206-0595,1,"233 S 6th St APT 811, Philadelphia, PA, 19106"
1,1655,,1,"125 N 4th St # 66HYTQDUB, Philadelphia, PA, 19106"
1,1700,(856) 206-2776,2,"230 Market St APT 4, Philadelphia, PA, 19106"
1,1700,Keller Williams Reality  (215) 834-9833,1,"231 Pine St SIDE 4, Philadelphia, PA, 19106"
1,1650,(215) 545-1039,1,"121 New St UNIT 5D, Philadelphia, PA, 19106"
1,1695,BrandywineConstructionManagement  (215) 543-7659,1,"225 Church St # JPNSQPKHF, Philadelphia, PA, 19106"
1,1650,Coldwell Banker Preferred - Old City Office  (858) 232-5049,1,"222 Vine St, Philadelphia, PA, 19106"
1,1625,Keller Williams Philly  (267) 858-9705,1,"421 Pine St APT 2C, Philadelphia, PA, 19106"
1,1610,MRC Inc  (215) 327-1552,1,"532 Spruce St # TEN, Philadelphia, PA, 19106"
1,1600,Weichert Realtors   (856) 325-9331,2,"303 Spruce St, Philadelphia, PA, 19106"
1,1595,Maxwell Realty Co  (215) 327-1552,1,"S Washington Sq, Philadelphia, PA, 19106"
1,1600,Enter a company name  (215) 399-7488,1,"50 N Front St APT 305, Philadelphia, PA, 19106"
1,1595,RealShout  (215) 310-6888,1,"116 Chestnut St, Philadelphia, PA, 19106"
1,1565,(215) 901-0860,1,"24 S Strawberry St # 2B, Philadelphia, PA, 19106"
1,1595,Maxwell Realty  (215) 620-0099,1,"704-6 S Washington Sq # 1R, Philadelphia, PA, 19106"
1,1550,,1,"70 N 2nd St APT 4A, Philadelphia, PA, 19106"
1,1550,,1,"235 Pine St APT 2F, Philadelphia, PA, 19106"
1,1535,(215) 901-0860,1,"23 S Strawberry St # 4B, Philadelphia, PA, 19106"
1,1500,(267) 888-1840,2,"436 Spruce St # 3, Philadelphia, PA, 19106"
1,1450,(215) 627-4412,0,"108 Market St APT 4, Philadelphia, PA, 19106"
1,1475,Maxwell Realty Co Inc.  (856) 952-0275,0,"226 Arch St # 4, Philadelphia, PA, 19106"
1,1450,DF Management Philadelphia LLC.  (215) 756-6651,1,"713 Walnut St APT 3F, Philadelphia, PA, 19106"
1,1450,(215) 545-1039,1,"118 Market St APT 303, Philadelphia, PA, 19106"
1,1375,ASI Management  (267) 977-3799,1,"15 S Bank St APT 207, Philadelphia, PA, 19106"
1,1350,OCF Realty  (215) 735-7368,0,"300 Market St APT 302, Philadelphia, PA, 19106"
1,1300,,1,"711 Sansom St, Philadelphia, PA, 19106"
1,1190,T&W Property Management Inc.  (215) 704-5450,1,"323 Pine St # 2F, Philadelphia, PA, 19106"
1,1275,BMG Philadelphia  (267) 244-7215,0,"301 Race St APT 210, Philadelphia, PA, 19106"
1,1295,,1,"616 S Hancock St # 2, Philadelphia, PA, 19147"
1,1300,(267) 600-4046,1,"1028 Federal St, Philadelphia, PA, 19147"
1,1295,(215) 620-7630,1,"229 Catharine St, Philadelphia, PA, 19147"
1,1300,,1,"50 S 2nd St # 4A, Philadelphia, PA, 19106"
1,1275,Triad Realty Inc.  (215) 922-7501,1,"533 South St # 2F, Philadelphia, PA, 19147"
1,1250,(215) 307-6955,1,"1538 S Juniper St FL 1ST, Philadelphia, PA, 19147"
1,1375,Allan Domb Real Estate  (215) 545-1500,0,"210 Locust St APT 19C, Philadelphia, PA, 19106"
1,1250,(609) 929-6022,1,"1505 E Passyunk Ave # 3RD, Philadelphia, PA, 19147"
1,1350,Prudential Fox & Roach Realtors  (215) 350-0922,0,"220 Locust St APT 25E, Philadelphia, PA, 19106"
1,1245,"Michael Singer, Inc.  (215) 925-8683",1,"427 S 8th St, Philadelphia, PA, 19147"
1,1225,,1,"745 S 11th St # 2, Philadelphia, PA, 19147"
1,1200,(267) 253-3485,1,"1217 Ellsworth St APT 2, Philadelphia, PA, 19147"
1,1200,salco investors llc  (484) 410-9139,1,"1023 S 10th St # 2ND, Philadelphia, PA, 19147"
1,1200,Prosperity Real Estate & Investment Services  (215) 490-4680,2,"827 Reed St FL 2ND, Philadelphia, PA, 19147"
1,1200,(267) 506-7100,3,"1525 S 5th St # 2, Philadelphia, PA, 19147"
1,1200,(267) 335-6394,2,"523 Dickinson St APT 2, Philadelphia, PA, 19147"
1,1200,RE/MAX PREFERRED  (856) 589-4848,1,"1537 S Broad St # 2ND, Philadelphia, PA, 19147"
1,1200,(267) 318-8877,2,"1521 S 5th St APT 2, Philadelphia, PA, 19147"
1,1195,Horizon Properties Rentals  (215) 863-9929,3,"836 Earp St, Philadelphia, PA, 19147"
1,1685,Maxwell Realty Co Inc.  (856) 952-0275,1,"127 N 4th St # 507, Philadelphia, PA, 19106"
1,1195,(215) 271-7299,2,"343 Queen St, Philadelphia, PA, 19147"
1,1175,,2,"1137 S Clifton St # 2BR, Philadelphia, PA, 19147"
1,1499,AWE Enterprises  (610) 809-1022,3,"430 N 39th St FL 2ND, Philadelphia, PA, 19104"
1,1295,(267) 230-6400,1,"716 South St, Philadelphia, PA, 19147"
1,1150,Rent Scene  (267) 463-2428,0,"338 Lombard St APT 315, Philadelphia, PA, 19147"
1,1150,C21 Target Realty  (267) 992-4778,1,"1108 S 8th St, Philadelphia, PA, 19147"
1,1150,(215) 271-7299,1,"801 S 2nd St # 2, Philadelphia, PA, 19147"
1,1145,(732) 688-5154,2,"516 Christian St # 1, Philadelphia, PA, 19147"
1,1150,(215) 271-7299,1,"850 S 2nd St # 2, Philadelphia, PA, 19147"
1,1150,City Wide Realty Inc  (215) 519-1639,0,"Lombard St, Philadelphia, PA, 19147"
1,1149,,1,"732 S 4th Street # Entire FL 2ND, Philadelphia, PA, 19147"
1,1125,William penn realty  (267) 307-4197,2,"Christian St, Philadelphia, PA, 19147"
1,1125,william penn realty  (267) 307-4197,2,"520 Christian St FL 1ST, Philadelphia, PA, 19147"
1,1125,Liberty Real Estate  (347) 536-7667,2,"840-42 Christian Street # FL 2ND, Philadelphia, PA, 19147"
1,1100,Triamond  (267) 243-1892,2,"1303 S 8th St # 23FLOOR, Philadelphia, PA, 19147"
1,1100,Pine Realty  (215) 432-8049,1,"332 Lombard St APT 1R, Philadelphia, PA, 19147"
1,1100,Space & Company  (267) 980-5858,1,"509 S Reese St # B, Philadelphia, PA, 19147"
1,1100,(215) 327-0706,1,"1233 Ellsworth St # A, Philadelphia, PA, 19147"
1,1100,(267) 506-7100,1,"913 Washington Ave # 2, Philadelphia, PA, 19147"
1,1100,Coldwell Banker Preferred  (267) 570-3817,1,"700 S Front St, Philadelphia, PA, 19147"
1,1100,(215) 939-1339,0,"1108 S 8th St # 2FL, Philadelphia, PA, 19147"
1,1075,The Philly Apartment Company  (215) 495-0070,1,"625 Catharine St, PHILADELPHIA, PA, 19147"
1,1100,Mercury Real Estate Group  (215) 500-8000,1,"625 Catharine Street # 1st, Philadelphia, PA, 19147"
1,1050,,1,"1220 S 12th St # 2, Philadelphia, PA, 19147"
1,1050,Triamond  (267) 243-1892,2,"1530 S 6th Street # Second Floor, Philadelphia, PA, 19147"
1,1050,Arrive Philly - Center City  (646) 784-0277,1,"1344-48 48 Ellsworth St, Philadelphia, PA, 19147"
1,1000,Century 21 Forrester RE  (267) 688-1449,1,"1436 S 12th St # 1, Philadelphia, PA, 19147"
1,995,(609) 670-5697,1,"737 S 9th Street # 3rd, Philadelphia, PA, 19147"
1,1000,Berkshire Hathaway Fox & Roach Realtors  (267) 784-2444,1,"915 17 S 11th St # B, Philadelphia, PA, 19147"
1,1000,Mercury Real Estate Group  (267) 259-7863,1,"1439 S 6th St APT 2F, Philadelphia, PA, 19147"
1,950,(609) 440-4240,1,"949 E Passyunk Ave FL 2ND, Philadelphia, PA, 19147"
1,950,REMAX Home Experts  (215) 327-3156,0,"1200 S 10th St # 2, Philadelphia, PA, 19147"
1,900,Coldwell Banker Preferred  (609) 217-1577,0,"520 South St # B, Philadelphia, PA, 19147"
1,825,"Elm City Property Management, LLC  (215) 525-1734",0,"527 Wharton St # 2, Philadelphia, PA, 19147"
1,1475,Harrison Richards  (610) 649-4860,1,"114 S 19th St FRNT 1, Philadelphia, PA, 19103"
1,1450,Maxwell Realty Co Inc.  (856) 952-0275,1,"121 N 20th St APT 3, Philadelphia, PA, 19103"
1,895,Horizon Properties Rentals  (215) 863-9929,0,"918 S 12th St # 2F, Philadelphia, PA, 19147"
1,1450,Keller Williams Philly  (215) 908-4112,1,"1939 Chestnut St # 6B, Philadelphia, PA, 19103"
1,1425,,1,"105 S 21st St APT 2F, Philadelphia, PA, 19103"
1,1450,Remax Access  (267) 223-7883,1,"1728 Pine St APT 3R, Philadelphia, PA, 19103"
1,1395,(215) 834-2775,1,"Walnut St, Philadelphia, PA, 19103"
1,1395,JG Real Estate  (215) 467-4100,1,"2100 Spring St # 3F, Philadelphia, PA, 19103"
1,1400,(267) 207-9307,1,"148 N 21st St # 2F, Philadelphia, PA, 19103"
1,1400,(267) 307-4197,2,"Spruce St, Philadelphia, PA, 19103"
1,1550,,1,"130 N Bread St # 304, Philadelphia, PA, 19106"
1,1375,William penn realty  (267) 307-4197,1,"2046 Locust St APT 4F, Philadelphia, PA, 19103"
1,1350,(267) 307-4197,1,"1926 Pine St # 4F, Philadelphia, PA, 19103"
1,1350,Keller Williams Philly  (267) 968-8600,1,"2033 Spruce St APT 6, Philadelphia, PA, 19103"
1,1325,(484) 919-7595,0,"Chestnut St, Philadelphia, PA, 19103"
1,1350,(267) 689-8262,0,"2218 Walnut St, Philadelphia, PA, 19103"
1,1347,Compass Real Estate  (215) 990-4947,1,"2124 Pine St APT 3F, Philadelphia, PA, 19103"
1,1325,(267) 307-4197,1,"311 S 20th St APT 23, Philadelphia, PA, 19103"
1,1300,(215) 288-4519,1,"311 S 22nd St APT 4, Philadelphia, PA, 19103"
1,1300,Abbolone & Scullin Realty-Philadelphia  (215) 546-2030,1,"1830 Pine St, Philadelphia, PA, 19103"
1,1295,(215) 407-1248,1,"155 N 21st St APT 3R, Philadelphia, PA, 19103"
1,1290,Greenzang Properties  (215) 563-5880,1,"333 S 22nd St APT 4, Philadelphia, PA, 19103"
1,1250,,1,"Pine St, Philadelphia, PA, 19103"
