Address,Number_of_Bedrooms,ZipCode,PhoneNumber,Rent,Number_of_Active_Listing,ContactInfo,Email,Info_of_Days_Vacant
"231 S 24th St, Philadelphia, PA, 19103",2,19103,(215) 868-3363,2400,1,Berkshire Hathaway HomeServices Fox  (215) 868-3363,todor.dev000@gmail.com,7 days ago
"2017 Spruce St APT 2R, Philadelphia, PA, 19103",1,19103,(215) 666-7188,2395,1,AMC Delancey  (215) 666-7188,todor.dev000@gmail.com,2 days ago
"2134 Locust St APT 1R, Philadelphia, PA, 19103",,19103,(267) 968-8600,2395,1,Keller Williams Philly  (267) 968-8600,todor.dev000@gmail.com,286 days ago
"1836 Delancey St # 7, Philadelphia, PA, 19103",2,19103,(267) 968-8600,2395,1,Keller Williams Philly  (267) 968-8600,todor.dev000@gmail.com,1 day ago
"1810 Rittenhouse Sq APT 412, Philadelphia, PA, 19103",1,19103,(215) 901-2154,2350,1,Berkshire Hathaway Fox & Roach   (215) 901-2154,todor.dev000@gmail.com,28 days ago
"317 S 20th St # 3R, Philadelphia, PA, 19103",2,19103,(267) 858-9705,2325,1,Keller Williams Philly  (267) 858-9705,todor.dev000@gmail.com,6 hours ago
"218 S 20th St, Philadelphia, PA, 19103",2,19103,,2300,1,,todor.dev000@gmail.com,87 days ago
"1900 John F Kennedy Blvd APT 1214, Philadelphia, PA, 19103",2,19103,(215) 837-4151,2300,1,BHHS Fox&Roach CC Rittenhouse Hotel  (215) 837-4151,todor.dev000@gmail.com,68 days ago
"2101 Chestnut St, Philadelphia, PA, 19103",0,19103,(516) 880-5445,2250,1,(516) 880-5445,todor.dev000@gmail.com,117 days ago
"2201 Cherry St APT 501, Philadelphia, PA, 19103",2,19103,(215) 530-7600,2250,1,(215) 530-7600,todor.dev000@gmail.com,3 days ago
"Arch St, Philadelphia, PA, 19103",1,19103,,2250,1,,todor.dev000@gmail.com,13 days ago
"1701 Pine St # 2, Philadelphia, PA, 19103",1,19103,(215) 805-0172,2200,1,"Plumer & Associates, Inc.  (215) 805-0172",todor.dev000@gmail.com,5 days ago
"2003 Cypress St # C, Phila, PA, 19103",2,19103,,2200,1,,todor.dev000@gmail.com,17 days ago
"2310 Delancey Pl APT 1R, Philadelphia, PA, 19103",2,19103,(215) 834-2775,2195,1,(215) 834-2775,todor.dev000@gmail.com,2 days ago
"2017 Spruce St APT 2F, Philadelphia, PA, 19103",1,19103,(215) 666-7188,2195,1,AMC Delancey  (215) 666-7188,todor.dev000@gmail.com,2 days ago
"1940 Pine St # 2, Philadelphia, PA, 19103",1,19103,(215) 704-4753,2100,1,City Living Philly  (215) 704-4753,todor.dev000@gmail.com,15 days ago
"2200 28 Arch St # 402, Philadelphia, PA, 19103",1,19103,(267) 767-5158,2100,1,Orens Bros. Real Estate Inc  (267) 767-5158,todor.dev000@gmail.com,63 days ago
"220 W Rittenhouse Sq APT 8D, Philadelphia, PA, 19103",1,19103,(215) 901-2154,2000,1,Berkshire Hathaway Fox & Roach   (215) 901-2154,todor.dev000@gmail.com,9 days ago
"1806 Spruce St APT 2F, Philadelphia, PA, 19103",1,19103,(267) 800-4880,2010,1,Herman Realty Group  (267) 800-4880,todor.dev000@gmail.com,14 days ago
"2032 Race St, Philadelphia, PA, 19103",1,19103,(215) 906-7943,2000,1,(215) 906-7943,todor.dev000@gmail.com,56 days ago
"125 S 21st St APT 2F, Philadelphia, PA, 19103",2,19103,(215) 666-7188,1995,1,AMC Delancey  (215) 666-7188,todor.dev000@gmail.com,2 days ago
"3 Rainey Ct, Philadelphia, PA, 19103",2,19103,(215) 790-5236,1995,1,"Berkshire Hathaway HomeServices Fox & Roach,   (215) 790-5236",todor.dev000@gmail.com,44 days ago
"1625 Spruce St APT 2F, Philadelphia, PA, 19103",1,19103,(267) 808-6333,1950,1,Dan Realty  (267) 808-6333,todor.dev000@gmail.com,7 days ago
"2216 Summer St # 1, Philadelphia, PA, 19103",2,19103,(215) 906-7943,1950,1,(215) 906-7943,todor.dev000@gmail.com,29 days ago
"2032 Spruce St APT 4F, Philadelphia, PA, 19103",2,19103,(407) 361-3444,1950,1,Wynn Real Estate LLC  (407) 361-3444,todor.dev000@gmail.com,2 days ago
"1903 Arch St # 224, Philadelphia, PA, 19103",1,19103,(407) 492-9177,1925,1,(407) 492-9177,todor.dev000@gmail.com,13 days ago
"1720 Sansom St # 1, Philadelphia, PA, 19103",1,19103,(215) 413-4900,1900,1,Mallin Panchelli Nadel Realty  (215) 413-4900,todor.dev000@gmail.com,98 days ago
"1839 Carlton St, Philadelphia, PA, 19103",2,19103,(215) 888-4898,1900,1,Compass Real Estate  (215) 888-4898,todor.dev000@gmail.com,6 days ago
"2123 Walnut St APT 3R, Philadelphia, PA, 19103",2,19103,(267) 474-8488,1900,1,(267) 474-8488,todor.dev000@gmail.com,1 day ago
"2015 Walnut St APT 408, Philadelphia, PA, 19103",2,19103,(215) 545-8700,1875,1,The Geddes Team - Keller Williams  (215) 545-8700,todor.dev000@gmail.com,212 days ago
"2118 Sansom St # 1R, Philadelphia, PA, 19103",2,19103,(267) 307-4197,1875,1,WILLIAM PENN REALTY  (267) 307-4197,todor.dev000@gmail.com,8 days ago
"2429 Locust St, Philadelphia, PA, 19103",1,19103,(267) 519-7051,1875,1,(267) 519-7051,todor.dev000@gmail.com,21 days ago
"1829 Pine St APT 401, Philadelphia, PA, 19103",1,19103,(215) 336-8920,1875,1,(215) 336-8920,todor.dev000@gmail.com,8 days ago
"2132 Arch St # 202, Philadelphia, PA, 19103",1,19103,(856) 952-0275,1860,1,Maxwell Realty Co Inc.  (856) 952-0275,todor.dev000@gmail.com,65 days ago
"2046 Market St # 1113, Philadelphia, PA, 19103",1,19103,(267) 432-4883,1845,1,Maxwell Realty Company  (267) 432-4883,todor.dev000@gmail.com,2 hours ago
"Race St, Philadelphia, PA, 19103",2,19103,(215) 563-5616,1800,1,ASI Management  (215) 563-5616,todor.dev000@gmail.com,37 days ago
"2001 Delancey St APT 2F, Philadelphia, PA, 19103",1,19103,(267) 800-4880,1825,1,"Herman Realty Group, Inc  (267) 800-4880",todor.dev000@gmail.com,5 days ago
"1612 Pine St APT 9, Philadelphia, PA, 19103",2,19103,(215) 703-2889,1800,1,Centra Associates  (215) 703-2889,todor.dev000@gmail.com,2 days ago
"2239 Catharine St, Philadelphia, PA, 19146",3,19146,(215) 370-0861,1999,1,(215) 370-0861,todor.dev000@gmail.com,7 days ago
"1908 Rodman St # B, Philadelphia, PA, 19146",1,19146,(717) 372-3658,1950,1,Keller Williams Philly  (717) 372-3658,todor.dev000@gmail.com,65 days ago
"2017 Addison St, Philadelphia, PA, 19146",0,19146,(516) 880-5445,1950,1,(516) 880-5445,todor.dev000@gmail.com,89 days ago
"1707 Bainbridge St # 2, Philadelphia, PA, 19146",1,19146,(215) 607-6007,1950,1,Philly Living Team   (215) 607-6007,todor.dev000@gmail.com,11 days ago
"1637 Rodman St, Philadelphia, PA, 19146",2,19146,(215) 868-3363,1950,1,Berkshire Hathaway HomeServices Fox  (215) 868-3363,todor.dev000@gmail.com,85 days ago
"2135 Bainbridge St, Philadelphia, PA, 19146",3,19146,(215) 495-0070,1950,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,30 days ago
"2537 Montrose St # D, Philadelphia, PA, 19146",2,19146,(267) 797-2175,1950,1,JBMP Group  (267) 797-2175,todor.dev000@gmail.com,8 days ago
"1709 Bainbridge St # 2, Philadelphia, PA, 19146",1,19146,(215) 607-6007,1950,1,Philly Living Team   (215) 607-6007,todor.dev000@gmail.com,12 days ago
"1227 S 29th St # C, Philadelphia, PA, 19146",2,19146,(215) 888-4898,1900,1,Compass Real Estate  (215) 888-4898,todor.dev000@gmail.com,8 days ago
"1825 Christian St, Philadelphia, PA, 19146",2,19146,(609) 760-0776,1900,1,Papale Team Selling on both sides of the river  (609) 760-0776,todor.dev000@gmail.com,31 days ago
"1814 Christian St # 3, Philadelphia, PA, 19146",2,19146,(610) 731-9300,1900,1,Damon Michels Team Office-Berkshire Hathaway HomeServices  (610) 731-9300,todor.dev000@gmail.com,12 days ago
"1737 South St # 3, Philadelphia, PA, 19146",3,19146,(215) 735-7368,1895,1,OCF Realty  (215) 735-7368,todor.dev000@gmail.com,266 days ago
"2241 Fitzwater St # 1, Philadelphia, PA, 19146",1,19146,(215) 735-7368,1895,1,OCF Realty  (215) 735-7368,todor.dev000@gmail.com,9 days ago
"2016 Saint Albans St, Philadelphia, PA, 19146",2,19146,(215) 333-2233,1895,1,(215) 333-2233,todor.dev000@gmail.com,14 days ago
"2226 Montrose St, Philadelphia, PA, 19146",2,19146,(215) 545-5414,1895,1,"Volpe Real Estate, Inc.  (215) 545-5414",todor.dev000@gmail.com,7 hours ago
"2506 Christian St, Philadelphia, PA, 19146",3,19146,(215) 925-8683,1875,1,(215) 925-8683,todor.dev000@gmail.com,16 days ago
"1423 Ellsworth St, Philadelphia, PA, 19146",3,19146,(267) 244-7215,1875,1,BMG Philadelphia  (267) 244-7215,todor.dev000@gmail.com,21 days ago
"1739 Annin St, Philadelphia, PA, 19146",2,19146,(215) 735-7368,1850,1,OCF Realty  (215) 735-7368,todor.dev000@gmail.com,14 days ago
"2537-39 Montrose St # D, Philadelphia, PA, 19146",2,19146,(267) 797-2175,1950,1,JBMP Group  (267) 797-2175,todor.dev000@gmail.com,72 days ago
"320 Dickinson St # 3, Philadelphia, PA, 19147",2,19147,(267) 225-4373,1650,1,Hearthfire Holdings LLC  (267) 225-4373,todor.dev000@gmail.com,13 days ago
"1711 Spruce St APT 3F, Philadelphia, PA, 19103",1,19103,(215) 515-0942,1799,1,Watchtower Property Co  (215) 515-0942,todor.dev000@gmail.com,5 days ago
"325 S 17th St APT 3R, Philadelphia, PA, 19103",3,19103,(215) 545-6437,2000,1,(215) 545-6437,todor.dev000@gmail.com,60 days ago
"809 S 2nd St # B, Philadelphia, PA, 19147",2,19147,(267) 815-5622,1650,1,(267) 815-5622,todor.dev000@gmail.com,9 hours ago
"1820 South St # B, Philadelphia, PA, 19146",1,19146,(215) 887-0400,1850,1,"Compass Pennsylvania, LLC  (215) 887-0400",todor.dev000@gmail.com,32 days ago
"2332 38 Carpenter St # 1A, Philadelphia, PA, 19146",2,19146,(215) 360-3236,1850,1,Keller Williams Philly  (215) 360-3236,todor.dev000@gmail.com,50 days ago
"1250 S Bucknell St, Philadelphia, PA, 19146",3,19146,(215) 828-6558,1850,1,Compass RE  (215) 828-6558,todor.dev000@gmail.com,5 days ago
"756 S Cleveland St, Philadelphia, PA, 19146",2,19146,(215) 740-0200,1850,1,(215) 740-0200,todor.dev000@gmail.com,30 days ago
"752 S Cleveland St, Philadelphia, PA, 19146",2,19146,(215) 740-0200,1850,1,Double Diamond Reality  (215) 740-0200,todor.dev000@gmail.com,140 days ago
"2235 Titan St, Philadelphia, PA, 19146",2,19146,,1810,1,,todor.dev000@gmail.com,12 days ago
"1839 Dickinson St, Philadelphia, PA, 19146",3,19146,(215) 500-9498,1840,1,(215) 500-9498,todor.dev000@gmail.com,44 days ago
"1241 S 18th St # 1, Philadelphia, PA, 19146",2,19146,(510) 205-5371,1800,1,"Jesse Barnes, Realtor  (510) 205-5371",todor.dev000@gmail.com,47 days ago
"622 S 19th St # 1, Philadelphia, PA, 19146",2,19146,(215) 398-4133,1795,1,Del Val Realty & Property Management  (215) 398-4133,todor.dev000@gmail.com,62 days ago
"404 S 22nd St # 2F, Philadelphia, PA, 19146",0,19146,(215) 564-7656,1800,1,Solo Real Estate  (215) 564-7656,todor.dev000@gmail.com,6 days ago
"766 S Cleveland St, Philadelphia, PA, 19146",2,19146,(215) 740-0200,1800,1,Double Diamond Reality  (215) 740-0200,todor.dev000@gmail.com,4 days ago
"5019 Florence Ave FL 1ST, Philadelphia, PA, 19143",1,19143,(215) 796-7138,1300,1,(215) 796-7138,todor.dev000@gmail.com,1 day ago
"2312 Locust St, Philadelphia, PA, 19103",2,19103,(267) 939-1282,1925,1,ROI National Realty   (267) 939-1282,todor.dev000@gmail.com,36 days ago
"4817 Walton Avenue # First Floor, Philadelphia, PA, 19143",1,19143,,1300,1,,todor.dev000@gmail.com,4 days ago
"815 S 49th St # 2F, Philadelphia, PA, 19143",1,19143,(484) 686-0880,1275,1,(484) 686-0880,todor.dev000@gmail.com,20 days ago
"4211 Pine St # 3R, Philadelphia, PA, 19104",1,19104,(215) 667-5968,1350,1,Buda-Levin Property Management  (215) 667-5968,todor.dev000@gmail.com,12 days ago
"4100 Haverford Ave # 10, Philadelphia, PA, 19104",1,19104,(267) 544-7368,1350,1,(267) 544-7368,todor.dev000@gmail.com,94 days ago
"314-1 N 39th St # 6, Philadelphia, PA, 19104",1,19104,(215) 680-4210,1300,1,(215) 680-4210,todor.dev000@gmail.com,5 days ago
"3900 Warren St # 8AYG6BZ0M, Philadelphia, PA, 19104",1,19104,,1325,1,,todor.dev000@gmail.com,15 days ago
"4124 Haverford Ave, Philadelphia, PA, 19104",1,19104,(267) 689-8262,1300,1,(267) 689-8262,todor.dev000@gmail.com,23 days ago
"4216 Baltimore Ave # 1, Philadelphia, PA, 19104",1,19104,(484) 431-3857,1300,1,Coldwell Banker Preferred  (484) 431-3857,todor.dev000@gmail.com,21 days ago
"4017 Baltimore Ave APT D2, Philadelphia, PA, 19104",1,19104,(215) 222-2000,1295,1,University City Housing  (215) 222-2000,todor.dev000@gmail.com,27 days ago
"4045 Baltimore Ave, Philadelphia, PA, 19104",1,19104,(215) 495-0070,1295,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,5 days ago
"3605-1 Baring St # 3F, Philadelphia, PA, 19104",1,19104,(215) 680-4210,1250,1,(215) 680-4210,todor.dev000@gmail.com,5 days ago
"4031 Spruce St APT 3F, Philadelphia, PA, 19104",0,19104,(484) 904-1111,1225,1,How Properties  (484) 904-1111,todor.dev000@gmail.com,16 days ago
"208 Wilder St, Philadelphia, PA, 19147",2,19147,(267) 992-3027,1600,1,(267) 992-3027,todor.dev000@gmail.com,16 days ago
"1316 South St # A, Philadelphia, PA, 19147",1,19147,(202) 460-9996,1600,1,COLDWELL BANKER PREFERRED  (202) 460-9996,todor.dev000@gmail.com,112 days ago
"712 S Randolph St # 2, Philadelphia, PA, 19147",2,19147,(215) 868-8953,1600,1,Triad Realty Inc.  (215) 868-8953,todor.dev000@gmail.com,8 days ago
"786 S 2nd St # 1, Philadelphia, PA, 19147",2,19147,(215) 900-3607,1600,1,VUE Real Estate Group  (215) 900-3607,todor.dev000@gmail.com,88 days ago
"514 Catharine St, Philadelphia, PA, 19147",2,19147,(267) 536-5342,1595,1,NG Property Group  (267) 536-5342,todor.dev000@gmail.com,16 days ago
"901 Christian St # 2, Philadelphia, PA, 19147",2,19147,(267) 474-4747,1575,1,MGC Real Estate Group  (267) 474-4747,todor.dev000@gmail.com,14 days ago
"927 S 9th St, Philadelphia, PA, 19147",2,19147,(267) 217-3009,1580,1,(267) 217-3009,todor.dev000@gmail.com,16 days ago
"525 Carpenter St APT 3, Philadelphia, PA, 19147",1,19147,(215) 668-6868,1550,1,RS Rentals  (215) 668-6868,todor.dev000@gmail.com,43 days ago
"240 Monroe St APT 2, Philadelphia, PA, 19147",1,19147,(215) 850-3842,1550,1,"BHHS, FOX & ROACH - WALNUT  (215) 850-3842",todor.dev000@gmail.com,196 days ago
"1121 S Clifton St, Philadelphia, PA, 19147",2,19147,(215) 359-7031,1550,1,KW Philadelphia  (215) 359-7031,todor.dev000@gmail.com,29 days ago
"333 Reed St FL 3RD, Philadelphia, PA, 19147",2,19147,(267) 205-5066,1550,1,(267) 205-5066,todor.dev000@gmail.com,40 days ago
"1120 Rodman St # 3, Philadelphia, PA, 19147",1,19147,(215) 467-4100,1500,1,JG Real Estate  (215) 467-4100,todor.dev000@gmail.com,8 days ago
"709 S 8th St APT 1, Philadelphia, PA, 19147",1,19147,,1500,1,,todor.dev000@gmail.com,3 days ago
"700 S 5th St # 2, Philadelphia, PA, 19147",1,19147,(917) 676-6797,1550,1,Coldwell Banker Preferred Old City  (917) 676-6797,todor.dev000@gmail.com,5 days ago
"136 South St APT C, Philadelphia, PA, 19147",1,19147,,1500,1,,todor.dev000@gmail.com,31 days ago
"1229 S 6th St 1st FL COMMERCIAL, Philadelphia, PA, 19147",0,19147,(215) 227-3333,1500,1,Keller Williams Center City  (215) 227-3333,todor.dev000@gmail.com,163 days ago
"408 S Alder St, Philadelphia, PA, 19147",1,19147,(267) 244-7215,1500,1,BMG Philadelphia  (267) 244-7215,todor.dev000@gmail.com,141 days ago
"706 S 11th St # 7001608, Philadelphia, PA, 19147",1,19147,(215) 923-3333,1495,1,Alvin M Levin & Son Inc  (215) 923-3333,todor.dev000@gmail.com,44 days ago
"710 S 11th St # 7134015, Philadelphia, PA, 19147",1,19147,(215) 923-3333,1475,1,Alvin M Levin & Son Inc  (215) 923-3333,todor.dev000@gmail.com,6 days ago
"818 S 8th St FL 2ND, Philadelphia, PA, 19147",1,19147,(215) 870-4227,1495,1,Coldwell Banker Preferred  (215) 870-4227,todor.dev000@gmail.com,114 days ago
"804 S 9th St # 1ST, Philadelphia, PA, 19147",1,19147,(610) 504-2633,1450,1,(610) 504-2633,todor.dev000@gmail.com,52 days ago
"1113 Christian St FL 1ST, Philadelphia, PA, 19147",1,19147,(267) 250-1314,1450,1,(267) 250-1314,todor.dev000@gmail.com,47 days ago
"937 Lombard St, Philadelphia, PA, 19147",1,19147,,1447,1,,todor.dev000@gmail.com,14 days ago
"913 S 11th St FL 1ST, Philadelphia, PA, 19147",1,19147,,1425,1,,todor.dev000@gmail.com,40 days ago
"817 S 3rd St # 1, Philadelphia, PA, 19147",1,19147,(610) 527-0527,1425,1,(610) 527-0527,todor.dev000@gmail.com,126 days ago
"265 S 22nd St # GARDEN, Philadelphia, PA, 19103",1,19103,(215) 834-2775,1795,1,(215) 834-2775,todor.dev000@gmail.com,2 days ago
"532 Rodman St, Philadelphia, PA, 19147",1,19147,(773) 681-2703,1400,1,(773) 681-2703,todor.dev000@gmail.com,27 days ago
"30 S 22nd St APT 10, Philadelphia, PA, 19103",2,19103,(215) 703-2889,1795,1,Centra Associates  (215) 703-2889,todor.dev000@gmail.com,2 days ago
"2026 Market St # 506, Philadelphia, PA, 19103",1,19103,(267) 432-4883,1790,1,Maxwell Realty Company  (267) 432-4883,todor.dev000@gmail.com,10 days ago
"1924 Arch St APT 1127, Philadelphia, PA, 19103",1,19103,(215) 327-1552,1785,1,MRC Inc  (215) 327-1552,todor.dev000@gmail.com,114 days ago
"1616 Pine St APT C11, Philadelphia, PA, 19103",2,19103,(215) 703-2889,1775,1,Centra Associates  (215) 703-2889,todor.dev000@gmail.com,99 days ago
"226 W Rittenhouse Sq APT 507, Philadelphia, PA, 19103",1,19103,(610) 996-1907,1750,1,Berkshire Hathaway Fox & Roach Realtors  (610) 996-1907,todor.dev000@gmail.com,7 days ago
"37 S 20th St APT 8D, Philadelphia, PA, 19103",1,19103,(215) 735-9729,1750,1,(215) 735-9729,todor.dev000@gmail.com,14 days ago
"2018 Walnut St # 5J, Philadelphia, PA, 19103",1,19103,(215) 790-5230,1750,1,Berkshire Hathaway Fox & Roach Realtors  (215) 790-5230,todor.dev000@gmail.com,20 days ago
"226 W Rittenhouse Sq APT 1817, Philadelphia, PA, 19103",1,19103,(610) 996-1907,1750,1,Berkshire Hathaway Fox & Roach Realtors  (610) 996-1907,todor.dev000@gmail.com,29 days ago
"2200 Pine St UNIT 106, Philadelphia, PA, 19103",1,19103,(215) 627-3500,1750,1,The Condo Shop  (215) 627-3500,todor.dev000@gmail.com,156 days ago
"1819 Spruce St APT 4F, Philadelphia, PA, 19103",1,19103,(215) 666-7188,1750,1,AMC Delancey  (215) 666-7188,todor.dev000@gmail.com,4 days ago
"337 S 21st St # 2C, Philadelphia, PA, 19103",1,19103,(267) 858-9705,1725,1,Keller Williams Philly  (267) 858-9705,todor.dev000@gmail.com,17 days ago
"1613 Spruce St # 1C, Philadelphia, PA, 19103",1,19103,(203) 658-4664,1735,1,Keller Williams Philly  (203) 658-4664,todor.dev000@gmail.com,16 days ago
"1823 Spruce St APT 3R, Philadelphia, PA, 19103",1,19103,(484) 319-4993,1700,1,Spruce WSH  (484) 319-4993,todor.dev000@gmail.com,26 days ago
"242 S 21st St # 1R, Philadelphia, PA, 19103",1,19103,(267) 784-2444,1700,1,Berkshire Hathaway Fox & Roach Realtors  (267) 784-2444,todor.dev000@gmail.com,103 days ago
"269 S 17th St APT 2F, Philadelphia, PA, 19103",1,19103,(215) 564-7656,1625,1,Solo Real Estate  (215) 564-7656,todor.dev000@gmail.com,58 days ago
"1702 Manning St, Philadelphia, PA, 19103",2,19103,(215) 545-7007,1695,1,Property Management Group DBA PMG Realty  (215) 545-7007,todor.dev000@gmail.com,2 days ago
"2418 Manning St, Philadelphia, PA, 19103",1,19103,(215) 850-3842,1650,1,"BHHS, FOX & ROACH - WALNUT  (215) 850-3842",todor.dev000@gmail.com,12 days ago
"1812 Pine St # 2, Philadelphia, PA, 19103",1,19103,(407) 361-3444,1625,1,Wynn Real Estate LLC  (407) 361-3444,todor.dev000@gmail.com,34 days ago
"2124 Spruce St APT 3F, Philadelphia, PA, 19103",1,19103,(215) 564-7656,1600,1,Solo Real Estate  (215) 564-7656,todor.dev000@gmail.com,6 days ago
"2013 Spruce St APT 1, Philadelphia, PA, 19103",0,19103,(215) 987-0946,1595,1,AMC Delancey  (215) 987-0946,todor.dev000@gmail.com,36 days ago
"2131 Walnut St # 202, Philadelphia, PA, 19103",1,19103,(215) 545-1039,1600,1,(215) 545-1039,todor.dev000@gmail.com,15 days ago
"2223 Spruce St APT 1R, Philadelphia, PA, 19103",1,19103,(267) 858-9705,1575,1,Keller Williams Philly  (267) 858-9705,todor.dev000@gmail.com,17 days ago
"Walnut St, Philadelphia, PA, 19103",2,19103,(267) 307-4197,1550,1,William Penn Realty  (267) 307-4197,todor.dev000@gmail.com,2 days ago
"2141 Locust St APT 2R, Philadelphia, PA, 19103",1,19103,(267) 970-6518,1550,1,Weinraub Properties  (267) 970-6518,todor.dev000@gmail.com,8 days ago
"2225 Spruce St # 2C, Philadelphia, PA, 19103",1,19103,(267) 858-9705,1500,1,Keller Williams Philly  (267) 858-9705,todor.dev000@gmail.com,99 days ago
"1824 Chestnut St APT 3F, Philadelphia, PA, 19103",1,19103,(215) 495-0070,1500,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,58 days ago
"1815 Pine St APT 3F, Philadelphia, PA, 19103",1,19103,(267) 223-7883,1550,1,(267) 223-7883,todor.dev000@gmail.com,53 days ago
"109 S 21st St APT 8, Philadelphia, PA, 19103",1,19103,(215) 284-0468,1500,1,Northpoint Real Estate  (215) 284-0468,todor.dev000@gmail.com,2 days ago
"2023 Locust St # 1C, Philadelphia, PA, 19103",1,19103,(267) 858-9705,1500,1,Keller Williams Philly  (267) 858-9705,todor.dev000@gmail.com,63 days ago
"Walnut St, Philadelphia, PA, 19103",1,19103,(215) 834-2775,1495,1,(215) 834-2775,todor.dev000@gmail.com,29 days ago
"1834 Pine St APT 1R, Philadelphia, PA, 19103",1,19103,(215) 327-9415,1495,1,(215) 327-9415,todor.dev000@gmail.com,7 days ago
"622 S 19th St, Philadelphia, PA, 19146",2,19146,(484) 381-0603,1795,1,Del Val RE Property & Mngmnt  (484) 381-0603,todor.dev000@gmail.com,5 days ago
"1429 E Moyamensing Ave, Philadelphia, PA, 19147",2,19147,(215) 421-4887,1600,1,(215) 421-4887,todor.dev000@gmail.com,10 days ago
"724 S Smedley St, Philadelphia, PA, 19146",2,19146,(215) 365-4567,1750,1,Double Diamond Reality  (215) 365-4567,todor.dev000@gmail.com,19 days ago
"619 S 19th St # 2, Philadelphia, PA, 19146",2,19146,(215) 735-7368,1750,1,OCF Realty  (215) 735-7368,todor.dev000@gmail.com,103 days ago
"2342 Gerritt St, Philadelphia, PA, 19146",2,19146,(215) 357-2020,1750,1,20/20 Real Estate  (215) 357-2020,todor.dev000@gmail.com,7 days ago
"1509 Christian St # 3, Philadelphia, PA, 19146",2,19146,(215) 387-1002,1750,1,"New Age Realty Group, Inc.  (215) 387-1002",todor.dev000@gmail.com,43 days ago
"1609 Bainbridge St FL 1ST, Philadelphia, PA, 19146",2,19146,(215) 303-6704,1749,1,"Best City Homes, Inc.  (215) 303-6704",todor.dev000@gmail.com,6 hours ago
"1724 Titan St, Philadelphia, PA, 19146",2,19146,(215) 409-6900,1700,1,Long&Foster  (215) 409-6900,todor.dev000@gmail.com,159 days ago
"1514 S 17th St, Philadelphia, PA, 19146",2,19146,(215) 805-1024,1700,1,(215) 805-1024,todor.dev000@gmail.com,133 days ago
"1512 S 17th St, Philadelphia, PA, 19146",2,19146,(215) 501-3817,1700,1,(215) 501-3817,todor.dev000@gmail.com,220 days ago
"764 S 23rd St # 2, Philadelphia, PA, 19146",2,19146,(267) 567-4963,1700,1,Spring Hill Services  (267) 567-4963,todor.dev000@gmail.com,2 days ago
"1904 Christian St, Philadelphia, PA, 19146",2,19146,(215) 715-9455,1750,1,Springer Realty Group  (215) 715-9455,todor.dev000@gmail.com,67 days ago
"2728 Wharton St, Philadelphia, PA, 19146",2,19146,(215) 495-0070,1700,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,45 days ago
"1234 S Broad St FL 3RD, Philadelphia, PA, 19146",2,19146,(215) 327-3156,1690,1,REMAX Home Experts  (215) 327-3156,todor.dev000@gmail.com,36 days ago
"1513 South St # B, Philadelphia, PA, 19146",2,19146,(215) 681-6751,1650,1,SMR Property Management  (215) 681-6751,todor.dev000@gmail.com,16 days ago
"1520 S 17th St, Philadelphia, PA, 19146",2,19146,(267) 709-0598,1650,1,(267) 709-0598,todor.dev000@gmail.com,222 days ago
"2241 Saint Albans St # 1, Philadelphia, PA, 19146",1,19146,(305) 799-7773,1650,1,(305) 799-7773,todor.dev000@gmail.com,2 days ago
"1516 S 17th St, Philadelphia, PA, 19146",2,19146,(267) 689-8262,1650,1,(267) 689-8262,todor.dev000@gmail.com,134 days ago
"1002 S 20th St FL 1ST, Philadelphia, PA, 19146",1,19146,(215) 303-6704,1625,1,"Best City Homes, Inc.  (215) 303-6704",todor.dev000@gmail.com,6 hours ago
"2016 Christian St # B, Philadelphia, PA, 19146",2,19146,,1625,1,,todor.dev000@gmail.com,24 days ago
"1516 Manton St, Philadelphia, PA, 19146",2,19146,(215) 387-1002,1625,1,"New Age Realty Group, Inc.  (215) 387-1002",todor.dev000@gmail.com,4 hours ago
"1613 Ellsworth St # 1, Philadelphia, PA, 19146",2,19146,(570) 204-6275,1600,1,(570) 204-6275,todor.dev000@gmail.com,13 days ago
"1538 S Opal St, Philadelphia, PA, 19146",2,19146,(215) 735-7368,1600,1,OCF Realty  (215) 735-7368,todor.dev000@gmail.com,2 days ago
"1640 Lombard St APT 3F, Philadelphia, PA, 19146",2,19146,(215) 432-8049,1600,1,Pine Realty  (215) 432-8049,todor.dev000@gmail.com,14 days ago
"731 S 21st St # B, Philadelphia, PA, 19146",2,19146,(267) 279-9777,1600,1,"Ikos Holdings, Inc.  (267) 279-9777",todor.dev000@gmail.com,9 days ago
"1826 Webster St, Philadelphia, PA, 19146",2,19146,(215) 735-7368,1595,1,OCF Realty  (215) 735-7368,todor.dev000@gmail.com,2 days ago
"1928 Rodman St # C, Philadelphia, PA, 19146",1,19146,(267) 625-4504,1600,1,BHHS Fox & Roach Realtors  (267) 625-4504,todor.dev000@gmail.com,19 days ago
"1729 Spruce St APT 2, Philadelphia, PA, 19103",1,19103,(215) 704-4753,1595,1,City Living Philly  (215) 704-4753,todor.dev000@gmail.com,8 days ago
