Number_of_Active_Listing,Rent,ContactInfo,Number_of_Bedrooms,Address
1,1495,Alvin M Levin & Son Inc  (215) 923-3333,1,"706 S 11th St # 7001608, Philadelphia, PA, 19147"
1,1495,Coldwell Banker Preferred  (215) 870-4227,1,"818 S 8th St FL 2ND, Philadelphia, PA, 19147"
1,1475,Alvin M Levin & Son Inc  (215) 923-3333,1,"710 S 11th St # 7134015, Philadelphia, PA, 19147"
1,1450,(267) 250-1314,1,"1113 Christian St FL 1ST, Philadelphia, PA, 19147"
1,1450,(610) 504-2633,1,"804 S 9th St # 1ST, Philadelphia, PA, 19147"
1,1425,(610) 527-0527,1,"817 S 3rd St # 1, Philadelphia, PA, 19147"
1,1425,,1,"913 S 11th St FL 1ST, Philadelphia, PA, 19147"
1,1400,(773) 681-2703,1,"532 Rodman St, Philadelphia, PA, 19147"
1,1500,,1,"136 South St APT C, Philadelphia, PA, 19147"
1,1447,,1,"937 Lombard St, Philadelphia, PA, 19147"
1,1345,"BHHS, Fox & Roach Realtors  (215) 440-2096",1,"808 S 8th St # 1, Philadelphia, PA, 19147"
1,1300,(267) 600-4046,1,"1028 Federal St, Philadelphia, PA, 19147"
1,1300,(215) 917-4062,1,"507 Christian St # A, Philadelphia, PA, 19147"
1,1395,Philly PMG  (215) 391-5172,1,"1342 Ellsworth St # 3, Philadelphia, PA, 19147"
1,1300,(484) 252-6027,1,"404 South St # 2, Philadelphia, PA, 19147"
1,1350,RE/MAX Preferred-Marlton  (856) 246-7408,1,"1019 Latona St APT 5, Philadelphia, PA, 19147"
1,1300,,1,"415 S 10th St APT 2F, Philadelphia, PA, 19147"
1,1295,,1,"616 S Hancock St # 2, Philadelphia, PA, 19147"
1,1275,Triad Realty Inc.  (215) 922-7501,1,"533 South St # 2F, Philadelphia, PA, 19147"
1,1295,(267) 230-6400,1,"716 South St, Philadelphia, PA, 19147"
1,1295,(215) 620-7630,1,"229 Catharine St, Philadelphia, PA, 19147"
1,4550,(215) 917-7763,4,"1123 Lemon St, Philadelphia, PA, 19123"
1,1250,(609) 929-6022,1,"1505 E Passyunk Ave # 3RD, Philadelphia, PA, 19147"
1,4000,Keller Williams Philly  (215) 709-4141,3,"112 Olive St, Philadelphia, PA, 19123"
1,1300,RE/MAX Preferred (PA License)  (215) 439-2236,1,"1335 S 10th St # 1, Philadelphia, PA, 19147"
1,3550,,2,"818 N 4th St UNIT 3B, Phila, PA, 19123"
1,1250,(215) 307-6955,1,"1538 S Juniper St FL 1ST, Philadelphia, PA, 19147"
1,3500,Luxury Condo Realty Services Ltd  (215) 783-8731,2,"901 N Penn St UNIT P1102, Philadelphia, PA, 19123"
1,3150,(215) 917-7763,2,"733 Melon Ter APT A, Philadelphia, PA, 19123"
1,3200,BMG Philadelphia  (267) 244-7215,3,"991 N 5th St, Philadelphia, PA, 19123"
1,3000,(989) 501-1314,4,"1016 Mount Vernon St, Philadelphia, PA, 19123"
1,4550,(215) 917-7763,4,"1025 Lemon St, Philadelphia, PA, 19123"
1,3000,Keller Williams Philly  (215) 709-4141,3,"541 N 12th St, Philadelphia, PA, 19123"
1,2900,N. Liberty Group LP  (267) 281-8977,3,"1015 N 3rd St # 7101392, Philadelphia, PA, 19123"
1,2900,Premier Access Property Management  (267) 273-1702,3,"1123 N Hope St, Philadelphia, PA, 19123"
1,2795,Compass  (215) 327-5521,3,"911 N Lawrence St, Philadelphia, PA, 19123"
1,2675,JBMP Group  (267) 797-2175,3,"601 N 12th St # C, Philadelphia, PA, 19123"
1,2650,JG Real Estate  (215) 467-4100,3,"868 N Lawrence St, Philadelphia, PA, 19123"
1,2650,JG Real Estate  (215) 467-4100,3,"1017 N 3rd St, Philadelphia, PA, 19123"
1,4100,,2,"(undisclosed Address), Philadelphia, PA, 19123"
1,2650,Allegiance Real Estate LLC  (215) 235-5015,3,"1009 Germantown Ave # A, Philadelphia, PA, 19123"
1,6895,Envision Realty Group  (484) 678-0012,4,"929 N Hancock St, Philadelphia, PA, 19123"
1,2600,VUE Real Estate Group  (215) 900-3607,2,"710 N 2nd St # 3, Philadelphia, PA, 19123"
1,2600,Mega Realty LLC  (267) 738-2688,3,"629 N 10th St, Philadelphia, PA, 19123"
1,3000,Keller Williams Philly  (215) 709-4141,4,"1012 Mount Vernon St, Philadelphia, PA, 19123"
1,10200,,3,"1101 Locust St # 10C, Philadelphia, PA, 19107"
1,3800,The Philly Apartment Company  (215) 495-0070,3,"1322 Pine St # 1, Philadelphia, PA, 19107"
1,3550,(215) 917-7763,2,"217 N 11th St APT 202B, Philadelphia, PA, 19107"
1,3500,(215) 718-4932,3,"211 S Quince St, Philadelphia, PA, 19107"
1,3500,Very Real Estate  (215) 644-9838,2,"1338-48 Chestnut St # 2, Philadelphia, PA, 19107"
1,3100,Mira Properties  (856) 278-1003,2,"1214 Chestnut St APT 3, Philadelphia, PA, 19107"
1,2988,(610) 529-3832,3,"S 13th St, Philadelphia, PA, 19107"
1,2900,Pine Realty  (215) 432-8049,4,"1019 Pine St # 2F, Philadelphia, PA, 19107"
1,2950,Berkshire Hathaway Fox & Roach   (215) 485-8946,2,"924 Spruce St APT 301, Philadelphia, PA, 19107"
1,2900,Premier Access Property Management  (267) 273-1702,3,"1103 N Hope St, Philadelphia, PA, 19123"
1,1300,PA Realty Works  (609) 381-1570,1,"1437 E Passyunk Ave FL 3RD, Philadelphia, PA, 19147"
1,2800,,3,"1105 Walnut St, Philadelphia, PA, 19107"
1,2755,(267) 689-8262,2,"320 N 12th St, Philadelphia, PA, 19107"
1,2600,"Ikos Holdings, Inc  (267) 329-5127",3,"910 Cherry St # 49FWSJSQS, Philadelphia, PA, 19107"
1,2600,Maxwell Realty Co Inc.  (856) 952-0275,2,"1036 Spruce St # 401, Philadelphia, PA, 19107"
1,3800,Greenzang Properties  (215) 563-5880,4,"1118 Spruce St APT 3F, Philadelphia, PA, 19107"
1,2700,LYL Realty Group  (215) 901-1220,2,"305 S 11th St # 11, Philadelphia, PA, 19107"
1,2550,1995  (267) 884-5045,3,"1013 Spruce St # 1, Philadelphia, PA, 19107"
1,2600,Onion Flats  (267) 737-9941,3,"146 W Laurel St APT 102, Philadelphia, PA, 19123"
1,2550,(267) 702-4139,2,"1014 Spruce St APT 3-3, Philadelphia, PA, 19107"
1,2500,,2,"Irving St, Philadelphia, PA, 19107"
1,2550,Level 18 Realty  (215) 510-0515,2,"726-28 Market St # 903, Philadelphia, PA, 19107"
1,2550,The Philly Apartment Company  (215) 495-0070,3,"1218 Spruce St # 3R, Philadelphia, PA, 19107"
1,2500,,1,"1016 Spruce St, Philadelphia, PA, 19107"
1,2755,(215) 205-4292,2,"311 N 12th St, Philadelphia, PA, 19107"
1,2450,Maxwell Realty Co Inc.  (856) 952-0275,2,"301 S 11th St # 40, Philadelphia, PA, 19107"
1,2245,Odin Properties  (215) 920-0200,2,"1201 Spruce St, Philadelphia, PA, 19107"
1,2450,(215) 327-1552,2,"301 S 11th St UNIT 401, Philadelphia, PA, 19107"
1,2500,TCS Management LLC  (215) 383-1439,2,"1206 Walnut St APT 2, Philadelphia, PA, 19107"
1,2200,Orens Bros. Real Estate Inc  (267) 767-5158,2,"1027 31 Arch St # 708, Philadelphia, PA, 19107"
1,2195,S & S Properties  (215) 413-0388,3,"322 S 12th St FL 3RD, Philadelphia, PA, 19107"
1,2100,325 South 12th Street LLC  (267) 281-8977,3,"325 S 12th St APT 200, Philadelphia, PA, 19107"
1,2031,TCS Management LLC  (215) 383-1439,2,"1028 Spruce St APT 7, Philadelphia, PA, 19107"
1,2000,VUE Real Estate Group  (215) 900-3607,2,"1209 Spruce St # 3F, Philadelphia, PA, 19107"
1,2195,,1,"324 S Juniper St, Philadelphia, PA, 19107"
1,2000,,2,"Chestnut St, Philadelphia, PA, 19107"
1,1995,,2,"1220 Sansom St # 79JQFXB0K, Philadelphia, PA, 19107"
1,1950,,2,"265 S 9th St APT 2F, Philadelphia, PA, 19107"
1,1890,(215) 779-1776,2,"Chestnut St, Philadelphia, PA, 19107"
1,1930,Renzi Properties  (215) 888-0414,1,"1122 Spruce St APT 2A, Philadelphia, PA, 19107"
1,1350,BHHS Fox & Roach Realtors  (609) 315-2189,1,"226 Buckingham Pl # 1, Philadelphia, PA, 19104"
1,1350,,1,"S 42nd St, Philadelphia, PA, 19104"
1,2500,The Philly Apartment Company  (215) 495-0070,2,"1228 Arch St, Philadelphia, PA, 19107"
1,2595,JG Real Estate  (215) 499-4846,2,"210 Brown St # 9C, Philadelphia, PA, 19123"
1,1350,Buda-Levin Property Management  (215) 667-5968,1,"4211 Pine St # 3R, Philadelphia, PA, 19104"
1,1350,(267) 544-7368,1,"4100 Haverford Ave # 10, Philadelphia, PA, 19104"
1,2755,(215) 205-4292,2,"313 N 12th St, Philadelphia, PA, 19107"
1,1325,,1,"3900 Warren St # 8AYG6BZ0M, Philadelphia, PA, 19104"
1,1300,(215) 680-4210,1,"314-1 N 39th St # 6, Philadelphia, PA, 19104"
1,1300,(267) 689-8262,1,"4124 Haverford Ave, Philadelphia, PA, 19104"
1,1300,Coldwell Banker Preferred  (484) 431-3857,1,"4216 Baltimore Ave # 1, Philadelphia, PA, 19104"
1,1295,University City Housing  (215) 222-2000,1,"4017 Baltimore Ave APT D2, Philadelphia, PA, 19104"
1,1250,(215) 680-4210,1,"3605-1 Baring St # 3F, Philadelphia, PA, 19104"
1,1245,"Michael Singer, Inc.  (215) 925-8683",1,"427 S 8th St, Philadelphia, PA, 19147"
1,1225,,1,"745 S 11th St # 2, Philadelphia, PA, 19147"
1,1295,The Philly Apartment Company  (215) 495-0070,1,"4045 Baltimore Ave, Philadelphia, PA, 19104"
1,8250,Allan Domb Real Estate  (215) 545-1500,3,"237-47 S 18th St APT 10A, Philadelphia, PA, 19103"
1,5395,Compass Real Estate  (215) 806-1500,3,"275 S 22nd St, Philadelphia, PA, 19103"
1,6000,Arrive Philly - Center City  (646) 784-0277,2,"1624 Spruce St APT 3F, Philadelphia, PA, 19103"
1,4950,(516) 880-5445,3,"2112 Chancellor St, Philadelphia, PA, 19103"
1,3995,MGC Real Estate Group  (215) 928-0221,3,"105 S 18th St UNIT 2B, Philadelphia, PA, 19103"
1,4600,BHHS Fox & Roach-CC Rittenhouse Hotel  (267) 237-3743,3,"2323 Locust St, Philadelphia, PA, 19103"
1,3650,Berkshire Hathaway Fox & Roach Realtors  (215) 790-5230,3,"212-24 S 24th St # 2417, Philadelphia, PA, 19103"
1,3750,(516) 880-5445,2,"2135 Walnut St, Philadelphia, PA, 19103"
1,3495,Weinraub Properties  (267) 970-6518,3,"234 S 20th St # 4, Philadelphia, PA, 19103"
1,3450,,1,"Arch St, Philadelphia, PA, 19103"
1,3400,(215) 868-5555,3,"267 S 21st St, Philadelphia, PA, 19103"
1,3400,Main Street Realty/Very Real Estate  (215) 870-7187,2,"220 N 22nd St APT B, Philadelphia, PA, 19103"
1,4400,Reid Rosenthal & The Rosenthal Group  (215) 546-0550,2,"2020 Walnut St APT 24H, Philadelphia, PA, 19103"
1,2500,,2,"N 2nd St, Philadelphia, PA, 19123"
1,3300,(484) 714-2488,3,"1827 Carlton St, Philadelphia, PA, 19103"
1,2500,(215) 776-5228,3,"627 N 10th St, Philadelphia, PA, 19123"
1,2475,Premier Access Property Management  (267) 273-1702,3,"625 N 6th St, Philadelphia, PA, 19123"
1,2450,Onyx Management Group  (215) 354-0404,3,"1021 N Leithgow St, Philadelphia, PA, 19123"
1,2450,JG Real Estate  (215) 467-4100,3,"992 N 5th St # 1, Philadelphia, PA, 19123"
1,2300,(215) 917-9833,4,"1027 Wallace St APT 2F, Philadelphia, PA, 19123"
1,2300,(215) 941-2653,2,"1205 Mount Vernon St APT 3, Philadelphia, PA, 19123"
1,2500,(917) 639-8652,3,"924 Mount Vernon St, Philadelphia, PA, 19123"
1,4300,Keller Williams Philly  (203) 658-4664,3,"2028 Rittenhouse Sq # 301E, Philadelphia, PA, 19103"
1,2200,Space & Company  (267) 237-4910,3,"1119 Hamilton St # B, Philadelphia, PA, 19123"
1,2300,(215) 715-3711,4,"1303 Poplar St, Philadelphia, PA, 19123"
1,2200,The Somers Team at RE/MAX Access  (267) 987-4443,2,"833 N 4th St, Philadelphia, PA, 19123"
1,2200,Coldwell Banker Preferred - Blue Bell Office  (484) 832-6160,3,"939 N American St, Philadelphia, PA, 19123"
1,2300,(909) 229-8160,2,"115 Spring Garden St, Philadelphia, PA, 19123"
1,2100,(215) 837-7556,3,"1231 Buttonwood St, Philadelphia, PA, 19123"
1,3300,(484) 714-2488,3,"18XX Carlton St, Philadelphia, PA, 19103"
1,2100,Solo Real Estate  (215) 564-7656,3,"419 Brown St, Philadelphia, PA, 19123"
1,2100,(267) 307-2007,3,"N 11th St, Philadelphia, PA, 19123"
1,2100,Century 21 Target Realty  (267) 210-8523,3,"1231 Buttonwood St # 2, Philadelphia, PA, 19123"
1,2000,LeaseRunner  (215) 593-9417,2,"1010 N Hope St, Philadelphia, PA, 19123"
1,1940,(716) 553-6408,2,"1004 N 2nd St # 213, Philadelphia, PA, 19123"
1,1975,The Somers Team at RE/MAX Access  (267) 987-4443,2,"406 W George St, Philadelphia, PA, 19123"
1,1900,Century 21 Target Realty  (267) 210-8523,3,"1310 Cambridge St, Philadelphia, PA, 19123"
1,1950,Modern Construction Group  (215) 806-9041,2,"221 W Girard Ave, Philadelphia, PA, 19123"
1,1900,(718) 666-2872,3,"1245 Cambridge Ct, Philadelphia, PA, 19123"
1,2500,(610) 858-5715,3,"1106 Leopard St, Philadelphia, PA, 19123"
1,1900,(267) 391-8546,3,"860 N 6th St, Philadelphia, PA, 19123"
1,1900,(215) 432-6012,2,"617 N 4th St, Philadelphia, PA, 19123"
1,1900,(267) 997-6615,2,"1014 N Orianna St, Philadelphia, PA, 19123"
1,1875,Berkshire Hathaway HomeServices Fox & Roach Realtors  (610) 547-6291,1,"314-318 Brown St # 103, Philadelphia, PA, 19123"
1,1850,,2,"225 Brown St # 3, Philadelphia, PA, 19123"
1,1849,"Ikos Holdings, Inc.  (267) 279-9777",1,"900 N 3rd St # A, Philadelphia, PA, 19123"
1,1850,Coldwell Banker Preferred  (267) 974-1450,2,"445 Fairmount Ave # A, Philadelphia, PA, 19123"
1,1800,(732) 322-7236,2,"932 N Marshall St APT 2, Philadelphia, PA, 19123"
1,1800,Keller Williams Philadelphia Center City  (267) 254-9659,2,"944 New Market St # 1, Philadelphia, PA, 19123"
1,1800,The Philly Apartment Company  (215) 495-0070,1,"330 Cambridge St # C, Philadelphia, PA, 19123"
1,1795,JBMP Group  (267) 797-2175,2,"634 N 12th St # 2, Philadelphia, PA, 19123"
1,1800,Coldwell Banker Preferred  (215) 620-9341,2,"5-7 W Girard Ave # 2A, Philadelphia, PA, 19123"
1,1700,Vtex  (267) 997-7385,2,"638 N 11th St # D, Phila, PA, 19123"
1,1750,Arts & Crafts Holdings  (215) 235-2112,1,"1016 Hamilton St # 1, Philadelphia, PA, 19123"
1,1700,Space & Company  (267) 980-5858,2,"635 N 3rd St APT C, Philadelphia, PA, 19123"
1,2000,(215) 837-7556,2,"1215 Noble St APT 2, Philadelphia, PA, 19123"
1,1600,Space & Company  (267) 980-5858,2,"633 N 3rd St FL 3RD, Philadelphia, PA, 19123"
1,1700,,2,"1124 N 4th St # A, Philadelphia, PA, 19123"
1,1850,BHHS Fox & Roach Realtors  (267) 625-4504,1,"250 S 13th St APT 1D, Philadelphia, PA, 19107"
1,1800,(215) 290-2628,2,"151 N 9th St # 4, Philadelphia, PA, 19107"
1,1800,The Philly Apartment Company  (215) 495-0070,2,"1133 Pine St APT 2R, Philadelphia, PA, 19107"
1,1850,MRC Inc  (215) 327-1552,1,"300 S 11th St # 4B, Philadelphia, PA, 19107"
1,1795,Centra Associates  (215) 703-2889,2,"1003 Spruce St APT 2F, Philadelphia, PA, 19107"
1,1795,(215) 327-1552,2,"1223 Spruce St # 5, Philadelphia, PA, 19107"
1,1750,PBRG  (215) 432-1152,2,"1031 Spring St, Philadelphia, PA, 19107"
1,1795,Adler/Myers Real Estate  (267) 571-9239,1,"1105 Spruce St APT 3F, Philadelphia, PA, 19107"
1,1750,Kurfiss Sotheby's International Realty  (856) 366-0224,1,"1326-42 Spruce St # 1108, Philadelphia, PA, 19107"
1,1695,Allan Domb Real Estate  (215) 545-1500,1,"131 S 13th St APT 4R, Philadelphia, PA, 19107"
1,1750,(267) 318-8877,2,"Race St, PHILADELPHIA, PA, 19107"
1,1800,BY Real Estate  (267) 534-3595,2,"646 N 8th St, Philadelphia, PA, 19123"
1,1675,,1,"211 S Jessup St # A, Philadelphia, PA, 19107"
1,1650,"Ikos Holdings, Inc.  (267) 279-9777",1,"1100 Winter St # 211, Philadelphia, PA, 19107"
1,1795,(215) 327-1552,2,"1223 Spruce St, Philadelphia, PA, 19107"
1,1650,(609) 658-7624,1,"802 Walnut St # 403, Philadelphia, PA, 19107"
1,1675,(267) 471-5329,2,"153 N 9th St # K34HEWXKW, Philadelphia, PA, 19107"
1,1640,(215) 779-1776,1,"817 Sansom St # 3B, Philadelphia, PA, 19107"
1,1600,The Philly Apartment Company  (215) 495-0070,2,"255 S 10th St, PHILADELPHIA, PA, 19107"
1,1625,Adler/Myers Real Estate  (267) 571-9239,1,"1300 Pine St APT 4F, Philadelphia, PA, 19107"
1,1565,Rooster Realty Group  (484) 393-4361,2,"333 S 12th St APT 1R, Philadelphia, PA, 19107"
1,1600,OCF Realty  (215) 735-7368,1,"1310 Spruce St APT 202, Philadelphia, PA, 19107"
1,1600,(717) 383-9690,1,"314 N 12th St APT 503, Philadelphia, PA, 19107"
1,1540,(215) 779-1776,1,"818 Chestnut St APT 403, Philadelphia, PA, 19107"
1,1535,Maxwell Realty  (215) 620-0099,1,"1001-13 Chestnut St # 605E, Philadelphia, PA, 19107"
1,1550,Century 21  (215) 888-8558,2,"926-928 Race St # 5B, Philadelphia, PA, 19107"
1,1550,Century 21  (215) 218-0939,2,"926-28 Race St # 5B, Philadelphia, PA, 19107"
1,1500,Maxwell Realty Co Inc.  (856) 952-0275,1,"815 Arch St # 518, Philadelphia, PA, 19107"
1,1500,Solo Real Estate  (215) 564-7656,1,"1011 Pine St # B, Philadelphia, PA, 19107"
1,1495,Maxwell Realty  (215) 620-0099,1,"1001-13 Chestnut Street #201E, Philadelphia, PA, 19107"
1,1500,Keller Williams Philadelphia - The Condo Shop   (267) 281-8933,1,"1324 Locust St LBBY 2, Philadelphia, PA, 19107"
1,3500,(215) 740-0452,3,"2929 W Girard Ave # FULLY, Philadelphia, PA, 19130"
1,3200,,2,"(undisclosed Address), Philadelphia, PA, 19130"
1,3200,(570) 412-3602,3,"2322 Aspen St, Philadelphia, PA, 19130"
1,2900,OCF Realty  (610) 905-0439,3,"1707 Olive St, Philadelphia, PA, 19130"
1,2750,Herringbone Realty LLC  (856) 249-0406,4,"910 N 29th St, Philadelphia, PA, 19130"
1,2700,Keller Williams Center City  (484) 430-1632,3,"815 N 29th St, Philadelphia, PA, 19130"
1,2950,ARH Properties  (267) 239-1801,3,"2401 Fairmount Ave # 2F, Philadelphia, PA, 19130"
1,2600,LYL Realty Group  (267) 773-8600,1,"1828 Green St APT 3F, Philadelphia, PA, 19130"
1,15000,Compass  (610) 615-5400,3,"115 N Orianna St # 2, Philadelphia, PA, 19106"
1,8499,Keller Williams Philly  (215) 709-4141,4,"142R S Front St, Philadelphia, PA, 19106"
1,7800,(215) 740-0452,3,"106 Arch St, Philadelphia, PA, 19106"
1,3250,Berkshire Hathaway Fox & Roach Realtors  (610) 996-1907,2,"1830 Rittenhouse Sq # 1E, Philadelphia, PA, 19103"
1,8000,(215) 740-0452,3,"30 S 7th St # FULLY, Philadelphia, PA, 19106"
1,3000,KHES  (240) 543-3776,4,"128 S Bonsall St, Philadelphia, PA, 19103"
1,3200,KW Philly - The Daly Group  (215) 627-3500,2,"2107 Spruce St APT 3F, Philadelphia, PA, 19103"
1,3000,Benjamin Cobrin & Co Inc  (610) 667-1122,3,"214-230 30 N 22nd St # 10L, Philadelphia, PA, 19103"
1,2995,(516) 880-5445,1,"109 S 20th St, Philadelphia, PA, 19103"
1,2979,Grow Property Management  (267) 310-2848,3,"2511 Pine St, PHILADELPHIA, PA, 19103"
1,2900,(610) 937-3822,3,"1720 Chestnut St, PHILADELPHIA, PA, 19103"
1,2995,(267) 800-4880,2,"1714 Pine St # 3F4F, Philadelphia, PA, 19103"
1,3000,,3,"1810 Francis St, Philadelphia, PA, 19130"
1,2895,(609) 658-7624,2,"1733 Chestnut St # 301, Philadelphia, PA, 19103"
1,2850,Allan Domb Real Estate  (215) 545-1500,1,"1805 Walnut St APT 4C, Philadelphia, PA, 19103"
1,2800,The Philly Apartment Company  (215) 495-0070,3,"2037 Delancey St APT 3F, Philadelphia, PA, 19103"
1,2895,Maxwell Realty Company  (267) 432-4883,2,"2028 Market St # 301, Philadelphia, PA, 19103"
1,2695,Addison Real Estate Co  (215) 735-3020,2,"266 S 23rd St APT 5A, Philadelphia, PA, 19103"
1,2600,Kenneth Carroll Real Estate  (610) 827-9214,2,"235 S 21st St # 2R, Philadelphia, PA, 19103"
1,2795,(267) 800-4880,2,"1727 Spruce St APT 2R, Philadelphia, PA, 19103"
1,2550,(267) 223-7883,3,"1728 Pine St APT 3F, Philadelphia, PA, 19103"
1,2550,City Living Philly  (215) 704-4753,2,"1824 Spruce St APT 2R, Philadelphia, PA, 19103"
1,2595,(305) 731-5520,3,"Manning St, PHILADELPHIA, PA, 19103"
1,2550,(215) 680-3215,1,"160 N 22nd St APT A, Philadelphia, PA, 19103"
1,2500,Bryant & Wilde Realty LLC  (215) 893-6100,2,"1737-39 Chestnut St # 401, Philadelphia, PA, 19103"
1,2900,William Penn Realty   (215) 636-0300,3,"1720 Chestnut St APT 3F, Philadelphia, PA, 19103"
1,2400,Benjamin Cobrin & Company  (610) 348-2241,2,"N 22nd St, Philadelphia, PA, 19103"
1,2480,"Ikos Holdings, Inc.  (267) 279-9777",2,"106 N Van Pelt St # B, Philadelphia, PA, 19103"
1,2395,AMC Delancey  (215) 666-7188,1,"2017 Spruce St APT 2R, Philadelphia, PA, 19103"
1,2350,Berkshire Hathaway Fox & Roach   (215) 901-2154,1,"1810 Rittenhouse Sq APT 412, Philadelphia, PA, 19103"
1,2500,"BHHS, FOX & ROACH - WALNUT  (215) 850-3842",2,"2119 Pine St # 2, Philadelphia, PA, 19103"
1,2300,BHHS Fox&Roach CC Rittenhouse Hotel  (215) 837-4151,2,"1900 John F Kennedy Blvd APT 1214, Philadelphia, PA, 19103"
1,2200,"Plumer & Associates, Inc.  (215) 805-0172",1,"1701 Pine St # 2, Philadelphia, PA, 19103"
1,2250,(215) 530-7600,2,"2201 Cherry St APT 501, Philadelphia, PA, 19103"
1,2250,,1,"Arch St, Philadelphia, PA, 19103"
1,2400,Berkshire Hathaway HomeServices Fox  (215) 868-3363,2,"231 S 24th St, Philadelphia, PA, 19103"
1,2195,(215) 834-2775,2,"2310 Delancey Pl APT 1R, Philadelphia, PA, 19103"
1,2200,,2,"2003 Cypress St # C, Phila, PA, 19103"
1,2195,AMC Delancey  (215) 666-7188,1,"2017 Spruce St APT 2F, Philadelphia, PA, 19103"
1,2000,Berkshire Hathaway Fox & Roach   (215) 901-2154,1,"220 W Rittenhouse Sq APT 8D, Philadelphia, PA, 19103"
1,2010,Herman Realty Group  (267) 800-4880,1,"1806 Spruce St APT 2F, Philadelphia, PA, 19103"
1,2000,(215) 906-7943,1,"2032 Race St, Philadelphia, PA, 19103"
1,2300,,2,"218 S 20th St, Philadelphia, PA, 19103"
1,2000,(215) 545-6437,3,"325 S 17th St APT 3R, Philadelphia, PA, 19103"
1,1950,(215) 906-7943,2,"2216 Summer St # 1, Philadelphia, PA, 19103"
1,1995,AMC Delancey  (215) 666-7188,2,"125 S 21st St APT 2F, Philadelphia, PA, 19103"
1,1950,Wynn Real Estate LLC  (407) 361-3444,2,"2032 Spruce St APT 4F, Philadelphia, PA, 19103"
1,2100,Orens Bros. Real Estate Inc  (267) 767-5158,1,"2200 28 Arch St # 402, Philadelphia, PA, 19103"
1,1925,ROI National Realty   (267) 939-1282,2,"2312 Locust St, Philadelphia, PA, 19103"
1,1925,(407) 492-9177,1,"1903 Arch St # 224, Philadelphia, PA, 19103"
1,1950,Dan Realty  (267) 808-6333,1,"1625 Spruce St APT 2F, Philadelphia, PA, 19103"
1,12485,The Philly Apartment Company  (215) 495-0070,5,"1531 Spruce St, Philadelphia, PA, 19102"
1,4000,Long & Foster-Lafayette Hill  (610) 828-2700,3,"1531 Pine St # B, Philadelphia, PA, 19102"
1,4000,(215) 740-0452,1,"260 S 16th St # FULLY, Philadelphia, PA, 19102"
1,3450,(516) 880-5445,1,"1510 Locust St, Philadelphia, PA, 19102"
1,3000,(215) 779-8196,4,"1523 Cherry St, Philadelphia, PA, 19102"
1,2600,(609) 658-7624,1,"1425 Walnut St # 402, Philadelphia, PA, 19102"
1,2800,Mira Properties  (856) 278-1003,2,"1533 Chestnut St # 4, Philadelphia, PA, 19102"
1,2400,Spring Hill Services  (267) 567-4963,2,"2228 Summer St # 3, Philadelphia, PA, 19103"
1,2500,DF Management Philadelphia LLC.  (215) 756-6651,2,"1510 Chestnut St APT 801, Philadelphia, PA, 19102"
1,2200,capital realty services.llc  (267) 230-9710,2,"111 S 15th St APT 1902, Philadelphia, PA, 19102"
1,2100,City Living Philly  (215) 704-4753,1,"1940 Pine St # 2, Philadelphia, PA, 19103"
1,5755,(267) 689-8262,2,"1403 Spruce St, Philadelphia, PA, 19102"
1,2100,,1,"1528 Pine St, Philadelphia, PA, 19102"
1,2950,,1,"Locust St, Philadelphia, PA, 19102"
1,2000,The Condo Shop  (215) 692-6636,1,"1425 Locust St UNIT 7E, Philadelphia, PA, 19102"
1,1895,Maxwell Realty Co Inc.  (856) 952-0275,1,"1534 Pine St # 3F0, Philadelphia, PA, 19102"
1,1850,Coldwell Banker Preferred-Old City  (215) 266-9895,1,"1500 Chestnut St APT 13C, Philadelphia, PA, 19102"
1,1850,(267) 972-4455,1,"1420 Locust St, Philadelphia, PA, 19102"
1,1795,(215) 834-2775,1,"Pine St, Philadelphia, PA, 19102"
1,1750,(215) 600-3443,1,"Spruce St, Philadelphia, PA, 19102"
1,1600,VUE real estate group  (267) 246-5474,1,"330 S 15th St # 3R, Philadelphia, PA, 19102"
1,1700,Mira Properties  (856) 278-1003,1,"1533 Chestnut St # 1, Philadelphia, PA, 19102"
1,1500,RS Rentals  (215) 668-6868,1,"345 S Hicks St # 3RD, Philadelphia, PA, 19102"
1,1695,(215) 834-2775,1,"1510 Pine St APT 1R, Philadelphia, PA, 19102"
1,1750,Property Management Group DBA PMG Realty  (215) 545-7007,1,"1514 Pine St APT 3F, Philadelphia, PA, 19102"
1,1399,Centra Associates  (215) 703-2889,1,"1429 Spruce St APT 2R, Philadelphia, PA, 19102"
1,1395,,1,"326 S 15th St, Philadelphia, PA, 19102"
1,1350,Maxwell Realty  (215) 620-0099,1,"333 N 15th St, PHILADELPHIA, PA, 19102"
1,1600,1995  (267) 884-5045,2,"989 N Marshall St APT 3F, Philadelphia, PA, 19123"
1,1600,The Philly Apartment Company  (215) 495-0070,1,"237 Fairmount Ave APT 1R, Philadelphia, PA, 19123"
1,1600,Keller Williams Philadelphia Center City  (267) 254-9659,2,"230 W Wildey St # 1, Philadelphia, PA, 19123"
1,1595,The Philly Apartment Company  (215) 495-0070,2,"921 N Randolph St, Philadelphia, PA, 19123"
1,1500,The Somers Team at RE/MAX Access  (267) 987-4443,1,"130 W Laurel St # 1, Philadelphia, PA, 19123"
1,1495,Keller Williams Real Estate  (215) 520-6839,1,"974 76 N 5th St # 4, Philadelphia, PA, 19123"
